"",BBK01.WZ9826,BBK01.WZ9826_FLAGS
1982-03,9.17,
1982-04,8.62,
1982-05,8.67,
1982-06,9.24,
1982-07,8.99,
1982-08,8.85,
1982-09,8.46,
1982-10,8.14,
1982-11,8.08,
1982-12,7.82,
1983-01,8.04,
1983-02,7.77,
1983-03,7.73,
1983-04,7.88,
1983-05,8.27,
1983-06,8.13,
1983-07,8.33,
1983-08,8.65,
1983-09,8.49,
1983-10,8.51,
1983-11,8.55,
1983-12,8.50,
1984-01,8.42,
1984-02,8.26,
1984-03,8.35,
1984-04,8.36,
1984-05,8.46,
1984-06,8.37,
1984-07,8.42,
1984-08,8.09,
1984-09,7.96,
1984-10,7.65,
1984-11,7.38,
1984-12,7.35,
1985-01,7.49,
1985-02,7.87,
1985-03,7.51,
1985-04,7.51,
1985-05,7.21,
1985-06,7.17,
1985-07,7.15,
1985-08,6.72,
1985-09,6.71,
1985-10,7.04,
1985-11,6.91,
1985-12,6.69,
1986-01,6.73,
1986-02,6.29,
1986-03,6.02,
1986-04,5.79,
1986-05,6.27,
1986-06,6.15,
1986-07,6.10,
1986-08,5.91,
1986-09,6.30,
1986-10,6.56,
1986-11,6.21,
1986-12,6.24,
1987-01,6.18,
1987-02,6.34,
1987-03,5.99,
1987-04,5.98,
1987-05,6.00,
1987-06,6.48,
1987-07,6.65,
1987-08,6.82,
1987-09,7.15,
1987-10,6.76,
1987-11,6.63,
1987-12,6.81,
1988-01,6.88,
1988-02,6.57,
1988-03,6.60,
1988-04,6.87,
1988-05,7.03,
1988-06,6.97,
1988-07,7.12,
1988-08,7.03,
1988-09,6.78,
1988-10,6.50,
1988-11,6.70,
1988-12,6.75,
1989-01,6.81,
1989-02,7.03,
1989-03,7.04,
1989-04,6.90,
1989-05,7.07,
1989-06,6.85,
1989-07,6.66,
1989-08,6.87,
1989-09,7.02,
1989-10,7.15,
1989-11,7.43,
1989-12,7.38,
1990-01,7.88,
1990-02,8.78,
1990-03,8.50,
1990-04,8.96,
1990-05,8.85,
1990-06,8.78,
1990-07,8.59,
1990-08,9.04,
1990-09,9.23,
1990-10,9.04,
1990-11,8.85,
1990-12,9.09,
1991-01,8.61,
1991-02,8.31,
1991-03,8.47,
1991-04,8.25,
1991-05,8.19,
1991-06,8.41,
1991-07,8.61,
1991-08,8.31,
1991-09,8.26,
1991-10,8.23,
1991-11,8.12,
1991-12,7.91,
1992-01,7.70,
1992-02,7.65,
1992-03,7.73,
1992-04,7.85,
1992-05,7.82,
1992-06,7.92,
1992-07,7.96,
1992-08,7.87,
1992-09,7.46,
1992-10,7.24,
1992-11,7.17,
1992-12,7.06,
1993-01,6.96,
1993-02,6.69,
1993-03,6.75,
1993-04,6.82,
1993-05,6.89,
1993-06,6.73,
1993-07,6.59,
1993-08,6.25,
1993-09,6.24,
1993-10,6.02,
1993-11,6.00,
1993-12,5.84,
1994-01,5.91,
1994-02,6.49,
1994-03,6.67,
1994-04,6.98,
1994-05,7.29,
1994-06,7.29,
1994-07,7.27,
1994-08,7.54,
1994-09,7.81,
1994-10,7.79,
1994-11,7.62,
1994-12,7.81,
1995-01,7.62,
1995-02,7.51,
1995-03,7.48,
1995-04,7.32,
1995-05,6.93,
1995-06,7.35,
1995-07,7.17,
1995-08,7.07,
1995-09,7.08,
1995-10,6.86,
1995-11,6.61,
1995-12,6.40,
1996-01,6.24,
1996-02,6.79,
1996-03,6.81,
1996-04,6.67,
1996-05,6.81,
1996-06,6.90,
1996-07,6.71,
1996-08,6.75,
1996-09,6.45,
1996-10,6.39,
1996-11,6.10,
1996-12,6.18,
1997-01,6.15,
1997-02,5.79,
1997-03,6.18,
1997-04,6.12,
1997-05,6.24,
1997-06,5.96,
1997-07,5.76,
1997-08,5.93,
1997-09,5.72,
1997-10,5.79,
1997-11,5.70,
1997-12,5.48,
1998-01,5.23,
1998-02,5.09,
1998-03,5.06,
1998-04,5.25,
1998-05,5.07,
1998-06,5.00,
1998-07,4.83,
1998-08,4.43,
1998-09,4.18,
1998-10,4.37,
1998-11,4.20,
1998-12,4.10,
1999-01,3.85,
1999-02,4.22,
1999-03,4.25,
1999-04,4.05,
1999-05,4.33,
1999-06,4.76,
1999-07,4.96,
1999-08,5.14,
1999-09,5.34,
1999-10,5.37,
1999-11,5.33,
1999-12,5.46,
2000-01,5.72,
2000-02,5.61,
2000-03,5.32,
2000-04,5.48,
2000-05,5.37,
2000-06,5.34,
2000-07,5.33,
2000-08,5.36,
2000-09,5.31,
2000-10,5.31,
2000-11,5.14,
2000-12,4.96,
2001-01,4.89,
2001-02,4.83,
2001-03,4.82,
2001-04,5.16,
2001-05,5.35,
2001-06,5.22,
2001-07,5.08,
2001-08,4.96,
2001-09,4.99,
2001-10,4.62,
2001-11,4.77,
2001-12,5.12,
2002-01,5.08,
2002-02,5.07,
2002-03,5.35,
2002-04,5.23,
2002-05,5.27,
2002-06,5.07,
2002-07,4.98,
2002-08,4.70,
2002-09,4.48,
2002-10,4.70,
2002-11,4.71,
2002-12,4.40,
2003-01,4.21,
2003-02,4.16,
2003-03,4.25,
2003-04,4.36,
2003-05,3.90,
2003-06,4.09,
2003-07,4.25,
2003-08,4.34,
2003-09,4.26,
2003-10,4.52,
2003-11,4.61,
2003-12,4.48,
2004-01,4.48,
2004-02,4.25,
2004-03,4.18,
2004-04,4.40,
2004-05,4.49,
2004-06,4.49,
2004-07,4.39,
2004-08,4.21,
2004-09,4.13,
2004-10,4.01,
2004-11,3.90,
2004-12,3.79,
2005-01,3.64,
2005-02,3.78,
2005-03,3.78,
2005-04,3.51,
2005-05,3.36,
2005-06,3.24,
2005-07,3.26,
2005-08,3.21,
2005-09,3.26,
2005-10,3.49,
2005-11,3.49,
2005-12,3.34,
2006-01,3.56,
2006-02,3.58,
2006-03,3.84,
2006-04,4.08,
2006-05,4.03,
2006-06,4.17,
2006-07,4.00,
2006-08,3.87,
2006-09,3.73,
2006-10,3.84,
2006-11,3.77,
2006-12,3.99,
2007-01,4.15,
2007-02,4.01,
2007-03,4.11,
2007-04,4.28,
2007-05,4.44,
2007-06,4.61,
2007-07,4.42,
2007-08,4.36,
2007-09,4.43,
2007-10,4.29,
2007-11,4.21,
2007-12,4.46,
2008-01,4.10,
2008-02,4.10,
2008-03,4.12,
2008-04,4.33,
2008-05,4.55,
2008-06,4.72,
2008-07,4.56,
2008-08,4.27,
2008-09,4.25,
2008-10,4.08,
2008-11,3.53,
2008-12,3.28,
2009-01,3.65,
2009-02,3.50,
2009-03,3.43,
2009-04,3.61,
2009-05,3.93,
2009-06,3.74,
2009-07,3.66,
2009-08,3.49,
2009-09,3.49,
2009-10,3.59,
2009-11,3.40,
2009-12,3.63,
2010-01,3.46,
2010-02,3.39,
2010-03,3.37,
2010-04,3.27,
2010-05,2.89,
2010-06,2.82,
2010-07,2.92,
2010-08,2.27,
2010-09,2.42,
2010-10,2.73,
2010-11,2.91,
2010-12,3.19,
2011-01,3.36,
2011-02,3.33,
2011-03,3.54,
2011-04,3.45,
2011-05,3.20,
2011-06,3.16,
2011-07,2.80,
2011-08,2.35,
2011-09,2.11,
2011-10,2.32,
2011-11,2.50,
2011-12,1.99,
2012-01,1.99,
2012-02,1.97,
2012-03,1.99,
2012-04,1.80,
2012-05,1.38,
2012-06,1.73,
2012-07,1.45,
2012-08,1.46,
2012-09,1.54,
2012-10,1.60,
2012-11,1.47,
2012-12,1.38,
2013-01,1.65,
2013-02,1.52,
2013-03,1.32,
2013-04,1.26,
2013-05,1.51,
2013-06,1.76,
2013-07,1.76,
2013-08,1.94,
2013-09,1.82,
2013-10,1.75,
2013-11,1.82,
2013-12,2.11,
2014-01,1.73,
2014-02,1.67,
2014-03,1.65,
2014-04,1.61,
2014-05,1.42,
2014-06,1.31,
2014-07,1.21,
2014-08,0.95,
2014-09,0.99,
2014-10,0.89,
2014-11,0.75,
2014-12,0.60,
2015-01,0.35,
2015-02,0.33,
2015-03,0.22,
2015-04,0.36,
2015-05,0.56,
2015-06,0.86,
2015-07,0.68,
2015-08,0.71,
2015-09,0.61,
2015-10,0.51,
2015-11,0.49,
2015-12,0.70,
2016-01,0.34,
2016-02,0.11,
2016-03,0.13,
2016-04,0.25,
2016-05,0.17,
2016-06,-0.14,
2016-07,-0.15,
2016-08,-0.16,
2016-09,-0.21,
2016-10,0.13,
2016-11,0.20,
2016-12,0.22,
2017-01,0.46,
2017-02,0.18,
2017-03,0.33,
2017-04,0.34,
2017-05,0.33,
2017-06,0.48,
2017-07,0.55,
2017-08,0.35,
2017-09,0.46,
2017-10,0.41,
2017-11,0.42,
2017-12,0.48,
2018-01,0.69,
2018-02,0.70,
2018-03,0.53,
2018-04,0.60,
